iter	MultiClass
192	0.153242366
193	0.1531890304
194	0.1531298522
195	0.1530788648
196	0.1530330603
197	0.1529882602
198	0.1529342347
199	0.1528774521
200	0.1528228813
201	0.1527611668
202	0.1527011107
203	0.1526401827
204	0.1525815282
205	0.1525362303
206	0.1524953181
207	0.1524524188
208	0.1524036441
209	0.1523440104
210	0.1523010506
211	0.1522518179
212	0.1522072094
213	0.1521601088
214	0.1507652594
215	0.1507202244
216	0.1506707274
217	0.1506031093
218	0.1505186517
219	0.1504721816
220	0.1504294138
221	0.1503657593
222	0.1503137464
223	0.1502710436
224	0.15020744
225	0.1501600132
226	0.1500945373
227	0.1500295751
228	0.1499859711
229	0.1499387428
230	0.1498988186
231	0.1498625421
232	0.1498170571
233	0.149771535
234	0.1497318929
235	0.149690366
236	0.1496240644
237	0.1495474943
238	0.1495044635
239	0.1494519591
240	0.1494010384
241	0.1493504406
242	0.1493064649
243	0.1492579334
244	0.1492136131
245	0.1491801147
246	0.1491008489
247	0.1490223661
248	0.1489636222
249	0.1489295915
250	0.1488666116
251	0.1488260129
252	0.1487713283
253	0.1487280411
254	0.1486859799
255	0.1486278036
256	0.1485774128
257	0.1485344604
258	0.1484829257
259	0.1484538014
260	0.1484065258
261	0.1483536039
262	0.1482902961
263	0.1482417744
264	0.1481946648
265	0.1481527621
266	0.148116132
267	0.1480652462
268	0.1480105189
269	0.1479632377
270	0.1479216895
271	0.1478690065
272	0.1478324492
273	0.147797366
274	0.1477485673
275	0.1477066555
276	0.1476471764
277	0.1475979437
278	0.1475260222
279	0.1474906175
280	0.1474564966
28281	0.147161098282	0.1473695149
28283	0.147078227284	0.1472990112
2285	0.14698020722286	0.14694226882287	0.14690380742288	0.14685608322289	0.14681791282290	0.14676201562291	0.14671850792292	0.14666348232293	0.1466193684294	0.1468004155
295	0.1467657233
2296	0.1460163623297	0.146679747
29298	0.14591251529299	0.14588636530300	0.14584994530301	0.14578538230302	0.14575151930303	0.14569213830304	0.14564351030305	0.14560933930306	0.14555084030307	0.14549882230308	0.14544965630309	0.1454071123310	0.14536581653311	0.1453257422
312	0.1452861793
313	0.1452382391
314	0.1451986774
315	0.1451521328
316	0.1451054461
317	0.1450652188
318	0.1450321464
319	0.1449925711
320	0.1449465165
321	0.144904179
322	0.1448727644
323	0.1448235807
324	0.1447932932
325	0.1447521265
326	0.1447101048
327	0.1446717915
328	0.1445870384
329	0.1445509253
330	0.1445136074
331	0.1444797383
332	0.1444427444
333	0.1444041058
334	0.1443774488
335	0.1443380307
336	0.144298608
337	0.1442632047
338	0.1441956566
339	0.1433286354
340	0.1432643051
341	0.1432181795
342	0.143180948
343	0.1431276053
344	0.1430973062
345	0.143063115
346	0.1430233937
347	0.1429828278
348	0.1429470413
349	0.1429039481
350	0.1428560684
351	0.1428242387
352	0.1427924202
353	0.1427495371
354	0.1427105842
355	0.1426655121
356	0.1426289001
357	0.1425830365
358	0.1425435993
359	0.1424939777
360	0.1409750692
361	0.1409407914
362	0.1408907947
363	0.1408290269
364	0.1407892395
365	0.1407478802
366	0.1407166311
367	0.1406718145
368	0.1406336948
369	0.1405896497
370	0.1405433257
371	0.1405057993
372	0.1404634616
373	0.1404247141
374	0.1403703263
375	0.1403346668
376	0.1402870445
377	0.1402487957
378	0.1402188413
379	0.1401776331
380	0.1401178628
381	0.1400691435
382	0.1400261641
383	0.1399897615
384	0.1399444668
385	0.1399109727
386	0.1398659648
387	0.1398345417
388	0.1398007924
389	0.1397634844
390	0.1396849878
391	0.1396362639
392	0.1396083217
393	0.1395647037
394	0.139527356
395	0.1394890986
396	0.1394435851
397	0.1390289276
398	0.1390003854
399	0.1389454433
400	0.1389186975
401	0.1388727225
402	0.1388463971
403	0.1388060522
404	0.1387743419
405	0.1387271673
406	0.1386922589
407	0.1386498271
408	0.1385979164
409	0.1385611033
410	0.138520625
411	0.1384835696
412	0.1384484664
413	0.1384228413
414	0.1383852333
415	0.1383310435
416	0.1382893516
417	0.1382570798
418	0.1382092501
419	0.1381787891
420	0.1381384437
421	0.1381122153
422	0.138083912
423	0.1380500118
424	0.1380222217
425	0.1379671886
426	0.1364724817
427	0.1364340497
428	0.1363970028
429	0.136359864
430	0.1363070704
431	0.1362713987
432	0.1362467174
433	0.1362200937
434	0.1361867393
435	0.1361530834
436	0.1361134738
437	0.1360831711
438	0.1360377722
439	0.1359888679
440	0.1359463957
441	0.1359257286
442	0.1358842149
443	0.135856789
444	0.1358276222
445	0.135792787
446	0.1357607559
447	0.135731934
448	0.1356870107
449	0.1356551459
450	0.1356181795
451	0.1355852022
452	0.1355537523
453	0.135515784
454	0.1354468788
455	0.1354139674
456	0.135383055
457	0.1351408803
458	0.1351097007
459	0.1350809407
460	0.1350483735
461	0.1350231802
462	0.1349851923
463	0.1349495748
464	0.1349059793
465	0.1348771205
466	0.134846532
467	0.1348081523
468	0.134769798
469	0.1347440855
470	0.1347130824
471	0.1346548984
472	0.1346193459
473	0.1345913065
474	0.1345625101
475	0.1345325163
476	0.1345030127
477	0.1344775638
478	0.1344567469
479	0.1344289117
480	0.1343682949
481	0.134320392
482	0.1342947849
483	0.1342689669
484	0.1342397309
485	0.1342029269
486	0.1341786105
487	0.1341502245
488	0.1341137157
489	0.1340880418
490	0.1340574379
491	0.1340123415
492	0.1339806798
493	0.1339493029
494	0.1339251409
495	0.1338884129
496	0.1338637041
497	0.1338396977
498	0.1337889815
499	0.1337576031
500	0.1337000331
501	0.1336713934
502	0.1336461781
503	0.1336177442
504	0.1335904598
505	0.1335671598
506	0.1335297718
507	0.1335026806
508	0.1334731343
509	0.1334337164
510	0.1333688653
511	0.1333302803
512	0.1332970469
513	0.133269302
514	0.1332345546
515	0.1332051387
516	0.1331774028
517	0.1331359657
518	0.1331024797
519	0.1330834994
520	0.1330600787
521	0.1330358224
522	0.1330099811
523	0.1329583587
524	0.1329148156
525	0.1328718787
526	0.1328459067
527	0.1328194319
528	0.1327911313
529	0.1327608511
530	0.1327323894
531	0.1327081198
532	0.1326818969
533	0.1326522431
534	0.1326255825
535	0.1326067221
536	0.132578694
537	0.1325537502
538	0.1325269348
539	0.1325012813
540	0.1324836318
541	0.1324566726
542	0.1324329746
543	0.1324107746
544	0.1323838229
545	0.1323652616
546	0.1323285262
547	0.1323028098
548	0.132274934
549	0.132106617
550	0.1320792725
551	0.1320468537
552	0.1320195716
553	0.1319679349
554	0.1319455064
555	0.1319200464
556	0.1318718002
557	0.1318411876
558	0.1318047298
559	0.1317773886
560	0.131755138
561	0.1317216233
562	0.131703466
563	0.1316828571
564	0.1316571567
565	0.13163444
566	0.1316084968
567	0.1315777699
568	0.1315502367
569	0.1315253128
570	0.1314841612
571	0.1314589076
572	0.1314161211
573	0.1313926576
574	0.1313640732
575	0.1313429849
576	0.1313154721
577	0.1312812417
578	0.1312561987
579	0.1310326967
580	0.1310091558
581	0.1309847272
582	0.1309599227
583	0.1309359867
584	0.1309131964
585	0.1308632367
586	0.1306884669
587	0.1306608322
588	0.130631473
589	0.1305838532
590	0.1305274229
591	0.1305016959
592	0.1304723961
593	0.1304376825
594	0.1304157175
595	0.1303922452
596	0.1303710799
597	0.1303394063
598	0.1303138668
599	0.1302646696
600	0.1302429907
601	0.1302198771
602	0.1301933886
603	0.1301697823
604	0.1301467309
605	0.1301212342
606	0.1301004419
607	0.1300766586
608	0.1299938324
609	0.1299610049
610	0.1299370056
611	0.1299106245
612	0.1298813929
613	0.1298511662
614	0.1298140798
615	0.1297844605
616	0.1297317023
617	0.1296931106
618	0.1296618351
619	0.1296411759
620	0.129613764
621	0.1295938233
622	0.1295717446
623	0.1295275924
624	0.1295106201
625	0.1294917487
626	0.1294680277
627	0.1294451627
628	0.1294159917
629	0.1293983674
630	0.1293740774
631	0.1293467301
632	0.1293156324
633	0.1292953048
634	0.1292673196
635	0.1279193758
636	0.1278975369
637	0.1278735946
638	0.1278474813
639	0.1278127134
640	0.1277929675
641	0.1277661703
642	0.1277324922
643	0.1277058636
644	0.1276868164
645	0.1276542566
646	0.1276321136
647	0.127604815
648	0.1275834796
649	0.1275644778
650	0.1275432788
651	0.1275207751
652	0.1274911432
653	0.1274699575
654	0.1274374798
655	0.1274159829
656	0.1273954177
657	0.1273675591
658	0.1273445964
659	0.1273051325
660	0.1272749513
661	0.1272452733
662	0.1272209175
663	0.1271954648
664	0.1271626233
665	0.1271392773
666	0.1271163997
667	0.1270936711
668	0.1270687127
669	0.127040012
670	0.1269995931
671	0.1269769747
672	0.1269560757
673	0.1269320966
674	0.1269170981
675	0.1268889995
676	0.1268597317
677	0.126842272
678	0.1268158209
679	0.1267946941
680	0.1267627382
681	0.1267389818
682	0.1267046271
683	0.1266836272
684	0.1266514518
685	0.1266337567
686	0.1266130276
687	0.126591784
688	0.1265669895
689	0.1265421719
690	0.1265208038
691	0.1264640994
692	0.1264312093
693	0.1264061494
694	0.1263709978
695	0.1263464033
696	0.1263012829
697	0.1262864449
698	0.1262569383
699	0.1262379418
700	0.1262144112
701	0.1261968356
702	0.126180875
703	0.1261608832
704	0.12614031
705	0.1261103434
706	0.1260690603
707	0.1260461968
708	0.1260081349
709	0.125980257
710	0.1259507797
711	0.1259282177
712	0.1259046572
713	0.1258809588
714	0.1258290281
715	0.1258033937
716	0.125786
717	0.1257687413
718	0.1257496178
719	0.1257172948
720	0.1256952315
721	0.1256647052
722	0.1256427896
723	0.1256021431
724	0.1255800754
725	0.1255627386
726	0.1255403411
727	0.1254729391
728	0.1254491932
729	0.1254258016
730	0.1254043137
731	0.1253833496
732	0.1253527079
733	0.1253315275
734	0.1253086406
735	0.1237037467
736	0.1236826048
737	0.1236592896
738	0.1235989827
739	0.1235730622
740	0.1235560739
741	0.1235314566
742	0.1235068919
743	0.1234868759
744	0.1234642636
745	0.123444643
746	0.1234281477
747	0.1234014187
748	0.1233825268
749	0.1233577962
750	0.1233359372
751	0.1233192055
752	0.1232939261
753	0.1222745311
754	0.1222153367
755	0.1221857197
756	0.122151613
757	0.1221338832
758	0.1220987341
759	0.1220792634
760	0.1220563931
761	0.1220100642
762	0.1219845044
763	0.121953527
764	0.1219322112
765	0.1219179375
766	0.1218960605
767	0.1218563114
768	0.121834631
769	0.1218134744
770	0.1217894788
771	0.1217681949
772	0.1217521279
773	0.1217290069
774	0.1217105513
775	0.1216953124
776	0.1216803717
777	0.1216634875
778	0.121640781
779	0.1216251117
780	0.1216063594
781	0.1215897222
782	0.1215719689
783	0.1215575513
784	0.1215367567
785	0.1215189071
786	0.1214942142
787	0.1214784215
788	0.121464498
789	0.121444708
790	0.1214278557
791	0.1214083729
792	0.121390417
793	0.1188630962
794	0.1188465943
795	0.1188225278
796	0.1188018124
797	0.1187830263
798	0.1187684151
799	0.1187437532
800	0.1187027718
801	0.118680846
802	0.1186614246
803	0.1186430034
804	0.1186282733
805	0.1186071281
806	0.1166263404
807	0.1166124563
808	0.1165956672
809	0.1165719611
810	0.1165549017
811	0.1165444078
812	0.1165195431
813	0.1165024189
814	0.1164798511
815	0.1164595674
816	0.1164339466
817	0.1164210954
818	0.1164012216
819	0.1163816236
820	0.1163620942
821	0.1163454696
822	0.1163300522
823	0.1163009098
824	0.1162709979
825	0.1162593128
826	0.1162400343
827	0.1162032219
828	0.1161824292
829	0.1161579669
830	0.1161420626
831	0.1161164324
832	0.1160874459
833	0.1160746731
834	0.1160589961
835	0.1160123712
836	0.1159945701
837	0.1159786643
838	0.1159617023
839	0.1159459355
840	0.1159318167
841	0.1159157677
842	0.1158997675
843	0.1158838958
844	0.1158656034
845	0.1158406643
846	0.1158182925
847	0.1158055086
848	0.115788706
849	0.1157688318
850	0.1157533996
851	0.1157319194
852	0.115717087
853	0.1157023287
854	0.1156906702
855	0.1156734275
856	0.1156400586
857	0.1156254106
858	0.1156094586
859	0.1155975912
860	0.1155774038
861	0.115529672
862	0.1155021811
863	0.1154858829
864	0.1154537041
865	0.1154390938
866	0.115417343
867	0.1153996006
868	0.1153851782
869	0.1152577718
870	0.115243404
871	0.1152220324
872	0.1151978492
873	0.1151817653
874	0.1151692085
875	0.1151399398
876	0.1151254172
877	0.1151076953
878	0.1150919124
879	0.1150714551
880	0.1150529159
881	0.1150331488
882	0.1150138949
883	0.1149974195
884	0.1149836358
885	0.1149643286
886	0.1149213841
887	0.1149041962
888	0.1148848109
889	0.1148699392
890	0.1148543124
891	0.1148374194
892	0.1148213815
893	0.1148027482
894	0.1147928759
895	0.1147570505
896	0.1147329058
897	0.1147231201
898	0.1128982712
899	0.1128729428
900	0.112033093
901	0.1120119727
902	0.111990839
903	0.1119711617
904	0.1119512338
905	0.1119341928
906	0.1119193217
907	0.1119051911
908	0.111886556
909	0.1118726159
910	0.1118532001
911	0.1118377871
912	0.1118225177
913	0.111810112
914	0.1117954311
915	0.1117779257
916	0.1117601355
917	0.1086367732
918	0.1086146329
919	0.1085982691
920	0.1085730847
921	0.1085574821
922	0.1085450979
923	0.1085260271
924	0.1085094756
925	0.1084983083
926	0.1084831488
927	0.1084676524
928	0.108452439
929	0.1084342651
930	0.1084240194
931	0.1084052941
932	0.1083882819
933	0.1083696082
934	0.1083591538
935	0.108072884
936	0.1080579111
937	0.1080336854
938	0.1080119674
939	0.1080009096
940	0.1079877898
941	0.107977939
942	0.1079547915
943	0.1079416628
944	0.1079292486
945	0.1079145687
946	0.1079026106
947	0.1078906081
948	0.1078754123
949	0.1078632618
950	0.1078524051
951	0.10781586
952	0.1077944653
953	0.1072003522
954	0.1071871294
955	0.1071701888
956	0.1071468797
957	0.1071322533
958	0.1071176489
959	0.1070883214
960	0.1070707943
961	0.1070524829
962	0.1070287228
963	0.1070093938
964	0.1069824151
965	0.1069576751
966	0.1069325782
967	0.1069215909
968	0.1069057551
969	0.1068952025
970	0.1068777099
971	0.1068641754
972	0.1068497734
973	0.1068333968
974	0.1068209595
975	0.1068070516
976	0.1067930458
977	0.1067758434
978	0.1067629418
979	0.1067480261
980	0.1067340109
981	0.1060997013
982	0.1060829444
983	0.1060693187
984	0.1060490459
985	0.1060365083
986	0.1060061896
987	0.1059914008
988	0.1059781626
989	0.1059625912
990	0.1059461496
991	0.1059321368
992	0.1059196389
993	0.1041467621
994	0.1041331977
995	0.1041131228
996	0.1040991841
997	0.104088125
998	0.1040719276
999	0.1040510173
0.09462577504
999	0.09461462669
801833215
998	0.09799933615
999	0.0979845445
