150,70:6D:EC:0A:6B:92,2022-04-11 03:02:42,15691873,Metropolitan Club,143360384,11,-81,11,0,,20,,,PSK,CCMP TKIP,\N
150,70:6D:EC:0A:77:76,2022-04-11 03:02:42,15691873,Metropolitan Club,150615567,9,-55,9,0,,20,,,PSK,CCMP TKIP,\N
150,70:6D:EC:0A:78:FE,2022-04-11 03:02:42,15691873,Metropolitan Club,143487197,11,-84,11,0,,20,,,PSK,CCMP TKIP,\N
150,70:6D:EC:5C:78:1B,2022-04-11 03:02:42,15691873,Metropolitan Club,155613657,165,-62,127,0,0,20,165,0,PSK,CCMP TKIP,\N
150,70:6D:EC:5C:78:6F,2022-04-11 03:02:42,15691873,Metropolitan Club,155555876,157,-69,127,0,0,20,157,0,PSK,CCMP TKIP,\N
150,70:6D:EC:5C:78:77,2022-04-11 03:02:42,15691873,Metropolitan Club,155518193,161,-77,127,0,0,20,161,0,PSK,CCMP TKIP,\N
150,70:6D:EC:5C:78:93,2022-04-11 03:02:42,15691873,Metropolitan Club,155233445,153,-90,127,0,0,20,153,0,PSK,CCMP TKIP,\N
150,B0:BE:76:83:B0:3F,2022-04-11 03:02:42,15691873,Metropolitan,306826174,2,-69,2,0,,any,,,PSK,TKIP CCMP,\N
150,B8:69:F4:BF:F7:7E,2022-04-11 03:02:42,15691873,ACROMAX2,38802319457,108,-85,108,0,,any,,,,,\N
150,E0:00:84:9B:38:48,2022-04-11 03:02:42,15691873,HUAWEI-rWVm,267306044,2,-83,2,0,,20,,,PSK,CCMP TKIP,\N
151,70:6D:EC:07:15:26,2022-04-11 03:02:41,15691872,Metropolitan Club,167117184,6,-81,6,0,,20,,,PSK,CCMP TKIP,\N
151,70:6D:EC:0A:6A:4E,2022-04-11 03:02:41,15691872,Metropolitan Club,143240345,11,-63,11,0,,20,,,PSK,CCMP TKIP,\N
151,70:6D:EC:0A:6A:6E,2022-04-11 03:02:41,15691872,Metropolitan Club,150654208,11,-74,11,0,,20,,,PSK,CCMP TKIP,\N
151,70:6D:EC:0A:6B:92,2022-04-11 03:02:41,15691872,Metropolitan Club,143030061,11,-54,11,0,,20,,,PSK,CCMP TKIP,\N
151,70:6D:EC:0A:6B:B6,2022-04-11 03:02:41,15691872,Metropolitan Club,143256015,9,-75,9,0,,20,,,PSK,CCMP TKIP,\N
151,70:6D:EC:0A:78:BE,2022-04-11 03:02:41,15691872,Metropolitan Club,143257984,11,-81,11,0,,20,,,PSK,CCMP TKIP,\N
151,70:6D:EC:0A:78:FE,2022-04-11 03:02:41,15691872,Metropolitan Club,143178712,11,-83,11,0,,20,,,PSK,CCMP TKIP,\N
151,70:6D:EC:5C:78:4F,2022-04-11 03:02:41,15691872,Metropolitan Club,153958015,128,-64,127,0,0,20,128,0,PSK,CCMP TKIP,\N
151,70:6D:EC:5C:78:6F,2022-04-11 03:02:41,15691872,Metropolitan Club,155238459,157,-86,127,0,0,20,157,0,PSK,CCMP TKIP,\N
151,70:6D:EC:5C:78:93,2022-04-11 03:02:41,15691872,Metropolitan Club,154685116,153,-79,127,0,0,20,153,0,PSK,CCMP TKIP,\N
151,70:6D:EC:5C:78:B7,2022-04-11 03:02:41,15691872,Metropolitan Club,155340859,157,-90,127,0,0,20,157,0,PSK,CCMP TKIP,\N
151,70:6D:EC:5C:78:FF,2022-04-11 03:02:41,15691872,Metropolitan Club,154931259,157,-88,127,0,0,20,157,0,PSK,CCMP TKIP,\N
151,FA:8F:CA:D1:56:EB,2022-04-11 03:02:41,15691872,LG-SL9Y_5985.l020,1760810245538,1,-92,1,0,,20,,,,,\N
152,00:15:6D:80:67:89,2022-04-11 03:01:02,15691794,,19534849327,5,-70,0,0,,,,,,,\N
152,1C:3B:F3:8C:CC:0A,2022-04-11 03:01:02,15691794,CDO_OFFICE,38085222820,10,-75,10,0,,any,,,PSK,TKIP CCMP,\N
152,2C:C5:D3:12:1C:B8,2022-04-11 03:01:02,15691794,Radisson_Guest,374826896,6,-83,6,0,,20,,,,,\N
152,2C:C5:D3:12:21:D8,2022-04-11 03:01:02,15691794,Radisson_Guest,31977301529,1,-79,1,0,,20,,,,,\N
152,68:72:51:3A:BB:8D,2022-04-11 03:01:02,15691794,ARUDDRA,2220959565515,1,-64,1,0,,20,,,PSK,CCMP,\N
152,70:6D:EC:0A:6A:4E,2022-04-11 03:01:02,15691794,Metropolitan Club,51963971,11,-65,11,0,,20,,,PSK,CCMP TKIP,\N
152,70:6D:EC:0A:6B:92,2022-04-11 03:01:02,15691794,Metropolitan Club,51754916,11,-76,11,0,,20,,,PSK,CCMP TKIP,\N
152,70:6D:EC:0A:6B:B6,2022-04-11 03:01:02,15691794,Metropolitan Club,52038929,9,-57,9,0,,20,,,PSK,CCMP TKIP,\N
152,70:6D:EC:0A:78:BE,2022-04-11 03:01:02,15691794,Metropolitan Club,51917184,11,-72,11,0,,20,,,PSK,CCMP TKIP,\N
152,B4:1C:30:78:75:3A,2022-04-11 03:01:02,15691794,GPPA_MTN1,30933811679,6,-85,6,0,,20,,,PSK,CCMP,\N
