iter	MultiClass
164	0.1472647368
165	0.1471938909
166	0.1471079456
167	0.1470324466
168	0.146981165
169	0.1469217959
170	0.1468646204
171	0.1467941997
172	0.1467459089
173	0.1466819531
174	0.1466191287
175	0.1465736891
176	0.1465220811
177	0.1464637254
178	0.1464223992
179	0.1463577477
180	0.1463003398
181	0.1462455307
182	0.1462066571
183	0.1461609619
184	0.1461111454
185	0.1460736393
186	0.1460143006
187	0.1459490157
188	0.1458827831
189	0.1458195198
190	0.1457816931
191	0.1457240326
192	0.1456789307
193	0.1456325847
194	0.1455601612
195	0.1455218889
196	0.1454769459
197	0.145409698
198	0.1453594893
199	0.1453258591
200	0.1452647579
201	0.1452143566
202	0.1451821349
203	0.1451486317
204	0.1451016738
205	0.1450542303
206	0.1450086245
207	0.1449508659
208	0.1449212405
209	0.1448624011
210	0.1448125869
211	0.1447134672
212	0.1446773398
213	0.1446355255
214	0.1445951862
215	0.1445567227
216	0.1444831762
217	0.1443929171
218	0.1443515294
219	0.1443046629
220	0.1442510296
221	0.1442080599
222	0.144161528
223	0.1441207392
224	0.1440646216
225	0.1440173501
226	0.1439687672
227	0.1439273828
228	0.1438802739
229	0.1438384885
230	0.1438008277
231	0.1437646478
232	0.1437185481
233	0.1427824964
234	0.1427324316
235	0.1426993114
236	0.142652235
237	0.1426149279
238	0.1425572655
239	0.1413283316
240	0.1412851467
241	0.1412314119
242	0.141175848
243	0.1411344395
244	0.1410869146
245	0.1410499252
246	0.1410083226
247	0.1409610206
248	0.1409298994
249	0.140887755
250	0.14084685
251	0.1408158542
252	0.14078247
253	0.1407485891
254	0.1407053993
255	0.1406637049
256	0.1406282765
257	0.1405455855
258	0.1404907395
259	0.1403730109
260	0.1403315089
261	0.1402945583
262	0.140254853
263	0.1401972152
264	0.1401609328
265	0.1401200393
266	0.1400863264
267	0.1400561546
268	0.1400227729
269	0.139984435
270	0.1399545745
271	0.1399075878
272	0.1371748823
273	0.1371342537
274	0.1370938628
275	0.1370471057
276	0.1369867766
277	0.1369603604
278	0.1369159646
279	0.1368778156
280	0.1368405631
281	0.1368109132
282	0.136775419
283	0.1367341693
284	0.1366914079
285	0.1366570129
286	0.1366181048
287	0.1365873687
288	0.136561259
289	0.1365230485
290	0.1364925187
291	0.1364590579
292	0.1364328116
293	0.1363891447
294	0.1363452464
295	0.1363030388
296	0.1362721379
297	0.1362263074
298	0.1361897448
299	0.1361472797
300	0.1361198871
301	0.1360867995
302	0.1360346579
303	0.1360115285
304	0.1359798298
305	0.135923108
306	0.1358929818
307	0.1358462454
308	0.135778163
309	0.1357382574
310	0.1357072288
311	0.1356736161
312	0.1356279668
313	0.1355931634
314	0.1355653125
315	0.135528236
316	0.1354979391
317	0.1354559095
318	0.1354207537
319	0.1353895436
320	0.1353668985
321	0.1353246189
322	0.1352951661
323	0.1336125281
324	0.1335917715
325	0.1335669291
326	0.1335252236
327	0.1334933955
328	0.1334513122
329	0.1334138063
330	0.1333749402
331	0.1333400872
332	0.1333029329
333	0.1332712057
334	0.1332247476
335	0.133194595
336	0.1331589108
337	0.1331244239
338	0.1331019543
339	0.13306429
340	0.1330199709
341	0.132991664
342	0.1329588816
343	0.132930718
344	0.1329004487
345	0.1328609024
346	0.1328214647
347	0.1327795435
348	0.1327487178
349	0.1326624471
350	0.1326255729
351	0.1326020291
352	0.1325713137
353	0.1325358328
354	0.1325033707
355	0.1324645609
356	0.1318032165
357	0.1317695497
358	0.1317222678
359	0.1316792617
360	0.1316487145
361	0.1315963387
362	0.1315597029
363	0.1315156103
364	0.131483318
365	0.131452581
366	0.1314247442
367	0.131377842
368	0.1313553484
369	0.1313227571
370	0.1312992166
371	0.1312654632
372	0.1312252166
373	0.1311985268
374	0.1311570066
375	0.131129644
376	0.1310940162
377	0.1310645551
378	0.129756756
379	0.1297281523
380	0.1296949525
381	0.129671606
382	0.1296393362
383	0.1291052275
384	0.1290496174
385	0.1290209771
386	0.1284364
387	0.1284117567
388	0.128382818
389	0.1283453124
390	0.128305353
391	0.1282788762
392	0.1282510793
393	0.1269590009
394	0.1269356772
395	0.1269140342
396	0.1268846769
397	0.1268653213
398	0.126834006
399	0.1268117958
400	0.1267371635
401	0.1216375804
402	0.1216140231
403	0.1215824402
404	0.1215536098
405	0.1215290955
406	0.121504759
407	0.121476767
408	0.1214523661
409	0.1214261901
410	0.1214047249
411	0.1213826261
412	0.1193864206
413	0.1193631187
414	0.1193329986
415	0.1192990758
416	0.1192692309
417	0.1192464862
418	0.119096163
419	0.1190700148
420	0.1190508511
421	0.1190159576
422	0.1189947821
423	0.118967796
424	0.1189429518
425	0.1189231838
426	0.1188836732
427	0.1188609071
428	0.1188359693
429	0.1188200114
430	0.118787023
431	0.1187666726
432	0.1187384468
433	0.118700509
434	0.1186734369
435	0.1186329134
436	0.1185947446
437	0.1185614088
438	0.1185373253
439	0.1185216895
440	0.1184925241
441	0.1184720251
442	0.118450188
443	0.1184289074
444	0.1183945257
445	0.1183680327
446	0.1179785916
447	0.1179611276
448	0.1179413998
449	0.117923322
450	0.1161411617
451	0.1161183017
452	0.1160997373
453	0.1160737646
454	0.1160504235
455	0.1160277571
456	0.1160005821
457	0.1159843395
458	0.1159567032
459	0.1159220124
460	0.1150919568
461	0.1150566435
462	0.1150286934
463	0.1150004435
464	0.1149828961
465	0.1149554389
466	0.114930241
467	0.1149029488
468	0.1148787977
469	0.1148513174
470	0.1148330202
471	0.1148020233
472	0.1147851601
473	0.1115947991
474	0.1115707914
475	0.1115422079
476	0.1115250995
477	0.1115052744
478	0.1114786535
479	0.1114585388
480	0.1114366861
481	0.1091136699
482	0.1090914959
483	0.1090738095
484	0.1090517734
485	0.109026552
486	0.1090016521
487	0.1089854595
488	0.1089537715
489	0.1089311984
490	0.1089049729
491	0.1088735664
492	0.10884367
493	0.1088212351
494	0.1088039788
495	0.108777031
496	0.1087597854
497	0.1087359935
498	0.1087084719
499	0.1086864403
500	0.1086561737
501	0.1086329007
502	0.1086042383
503	0.1085836493
504	0.1085636489
505	0.1085412593
506	0.1085212138
507	0.1084969638
508	0.1084774035
509	0.108351167
510	0.1083299364
511	0.1083119731
512	0.1080470829
513	0.1080259134
514	0.1080071308
515	0.1079925522
516	0.1079679301
517	0.1079500225
518	0.1079259298
519	0.107906036
520	0.1078885903
521	0.10786115
522	0.1073952992
523	0.1073787799
524	0.1073560185
525	0.1073396326
526	0.1073128459
527	0.1072382092
528	0.1055347107
529	0.1042545197
530	0.1042346546
531	0.1042158627
532	0.1041981813
533	0.1041743272
534	0.1027779676
535	0.1027573766
536	0.1027301774
537	0.1027137791
538	0.1026870715
539	0.1026684858
540	0.1026514604
541	0.102619535
542	0.1025917027
543	0.1025783074
544	0.1025555232
545	0.1025361166
546	0.1025201946
547	0.1024859178
548	0.1024666297
549	0.1024511392
550	0.101575343
551	0.1015508821
552	0.1015324399
553	0.101490492
554	0.1007626964
555	0.1007295295
556	0.1007127507
557	0.1006786491
558	0.1006599107
559	0.1006417245
560	0.1006249801
561	0.1006018391
562	0.1005751329
563	0.1005544585
564	0.1005336432
565	0.1005175605
566	0.1004900494
567	0.1004698837
568	0.1004382149
569	0.1004198025
570	0.1004034167
571	0.1003888595
572	0.1003694732
573	0.1003503071
574	0.1003370104
575	0.1003188669
576	0.1003045692
577	0.1002917067
578	0.1002694483
579	0.1002586436
580	0.1002446685
581	0.1002233296
582	0.1002035893
583	0.1001908279
584	0.1001731174
585	0.1001576719
586	0.1001375263
587	0.1001202486
588	0.1001045533
589	0.1000852777
590	0.1000715611
591	0.1000604337
592	0.1000346524
593	0.1000221156
594	0.09915133108
595	0.09913233899
596	0.09912144231
597	0.09781693906
598	0.0977995461
599	0.09778560367
600	0.09777353704
601	0.09775256825
602	0.09773656358
603	0.09771824174
604	0.09770146075
605	0.09768165217
606	0.09766628356
607	0.09705537028
608	0.09704290773
609	0.09702260424
610	0.09700626579
611	0.09699035846
612	0.09696862588
613	0.09695393056
614	0.09694149455
615	0.09692620559
616	0.0969139376
617	0.09690194037
618	0.09689068558
619	0.09687554352
620	0.096861263
621	0.09684462361
622	0.09683322314
623	0.09682090875
624	0.09679293812
625	0.09678079188
626	0.09676696569
627	0.09674479824
628	0.09672925753
629	0.09671827219
630	0.09670840064
631	0.09668960136
632	0.0966780441
633	0.09666420389
634	0.09664752486
635	0.09662888275
636	0.09660990555
637	0.0965930146
638	0.09657532266
639	0.09655146776
640	0.0965396396
641	0.09653045466
642	0.09651679639
643	0.09650178452
644	0.09648610878
645	0.09646975942
646	0.09645266739
647	0.09644067934
648	0.09643034343
649	0.09641694197
650	0.0964048197
651	0.09638143088
652	0.09634980709
653	0.09633599726
654	0.09632343996
655	0.09630792133
656	0.09622615843
657	0.09621633237
658	0.09619840359
659	0.09618757265
660	0.09616465645
661	0.0961540699
662	0.09613898781
663	0.09612527506
664	0.09609888782
665	0.09607655736
666	0.09604869645
667	0.09603704405
668	0.09572758594
669	0.09456790315
670	0.09346680106
671	0.09343408221
672	0.09340797415
673	0.09339703232
674	0.09337790318
675	0.09336123729
676	0.09334991863
677	0.09333735081
678	0.09332025716
679	0.09330737989
680	0.09328877274
681	0.09326605655
682	0.09324585219
683	0.09322756677
684	0.09321512678
685	0.09319802028
686	0.09318356864
687	0.09317209027
688	0.0931630877
689	0.09315319453
690	0.09313759506
691	0.09312341973
692	0.09311096044
693	0.09309974869
694	0.09308783371
695	0.09306563083
696	0.0930520453
697	0.09303611933
698	0.09302231255
699	0.09301167403
700	0.09299896182
701	0.09298550749
702	0.09296977939
703	0.09293599686
704	0.09291779448
705	0.09290544931
706	0.09287608884
707	0.0928647518
708	0.09278581785
709	0.0927718979
710	0.09275962489
711	0.09274446691
712	0.09273216861
713	0.09271385884
714	0.09270235072
715	0.09268817402
716	0.09266990208
717	0.09233660265
718	0.09232346784
719	0.09230686865
720	0.09229144929
721	0.0922804869
722	0.09226668132
723	0.09225839365
724	0.09224136106
725	0.09222317287
726	0.09221401247
727	0.09219967282
728	0.09212535304
729	0.09210899372
730	0.09209374648
731	0.09207991207
732	0.09206955016
733	0.09205961128
734	0.09205040553
735	0.09202984088
736	0.09202096467
737	0.09199953912
738	0.09198331473
739	0.09196726123
740	0.09195658381
741	0.09193354101
742	0.091919441
743	0.09190914119
744	0.0918993884
745	0.09188826656
746	0.0918549697
747	0.09183361308
748	0.09182089139
749	0.09180615743
750	0.09179532235
751	0.09177059756
752	0.09175921741
753	0.09068572841
754	0.09067342946
755	0.09065588777
756	0.09064288309
757	0.09063022077
758	0.09062196361
759	0.09060198739
760	0.09058801783
761	0.09057821073
762	0.09057026914
763	0.09054685381
764	0.09053805092
765	0.09048813732
766	0.0904772731
767	0.09046490009
768	0.0904455003
769	0.09043271785
770	0.09040848936
771	0.08894016319
772	0.08893003357
773	0.08891819624
774	0.08702622871
775	0.08697401989
776	0.08696252062
777	0.08689680737
778	0.08688353806
779	0.08687223041
780	0.08685946845
781	0.08685034819
782	0.08684055181
783	0.0868281234
784	0.08681431914
785	0.08680247281
786	0.08678623124
787	0.08677712505
788	0.0867678691
789	0.08675824295
790	0.08674638745
791	0.08673861785
792	0.08672842219
793	0.08671954035
794	0.0854606173
795	0.0854496958
796	0.08544242834
797	0.0854309509
798	0.08531613196
799	0.08530683832
800	0.08528973681
801	0.08527951468
802	0.08526939487
803	0.08524927853
804	0.08523925797
805	0.08522926888
806	0.08522069292
807	0.0852039879
808	0.08519373361
809	0.08486848234
810	0.08485926466
811	0.08484632991
812	0.08483459944
813	0.08482387874
814	0.08481308692
815	0.08480288112
816	0.0847934923
817	0.08477718148
818	0.08476910962
819	0.08475913401
820	0.0847481072
821	0.08472839972
822	0.08471699493
823	0.08470574867
824	0.08469232767
825	0.08467756162
826	0.08466942715
827	0.08466025921
828	0.08464347576
829	0.08463510812
830	0.08462356091
831	0.08461112353
832	0.08459852063
833	0.08458821548
834	0.08457779274
835	0.08456703888
836	0.0845563226
837	0.08454509635
838	0.08453296478
839	0.08452643677
840	0.08451965754
841	0.08450828409
842	0.08449860047
843	0.08447869663
844	0.08446919974
845	0.08445998004
846	0.08444895945
847	0.08443631848
848	0.08442714743
849	0.08441890797
850	0.08440833348
851	0.08439070225
852	0.08438172986
853	0.08437434057
854	0.08436529076
855	0.08435813717
856	0.08434530598
857	0.08433348602
858	0.08432177764
859	0.08431101883
860	0.08430205581
861	0.08429072546
862	0.0842818507
863	0.08305429032
864	0.08304272371
865	0.08303380544
866	0.08302334866
867	0.0830137559
868	0.08300056458
869	0.08299253616
870	0.0829848857
871	0.08297648255
872	0.08296635181
873	0.08296013664
874	0.0829527111
875	0.08294594112
876	0.08293958852
877	0.0829325735
878	0.08292029147
879	0.08291085
880	0.08289674114
881	0.08288427712
882	0.08286947624
883	0.08285372018
884	0.08284027423
885	0.08282807885
886	0.08281931129
887	0.08280965877
888	0.08280195719
889	0.08278566346
890	0.08276846658
891	0.08275496999
892	0.08274538149
893	0.08273699668
894	0.08272753489
895	0.08272025671
896	0.08271119764
897	0.08270235157
898	0.08268907221
899	0.08268233338
900	0.08267421025
901	0.08266616096
902	0.08265156112
903	0.0826463329
904	0.08083349071
905	0.08082312187
906	0.08081504544
907	0.08080355713
908	0.08079655322
909	0.08078531592
910	0.08077420947
911	0.08076558365
912	0.07991384799
913	0.07990197706
914	0.07989375639
915	0.07988019077
916	0.07986799026
917	0.0798571369
918	0.07983911329
919	0.07983150686
920	0.07981741856
921	0.0798044111
922	0.07979628308
923	0.07978282154
924	0.0789902455
925	0.07897940948
926	0.07897248246
927	0.07895935392
928	0.07894666265
929	0.07893834681
930	0.0788841317
931	0.07696134972
932	0.07695366601
933	0.07694259104
934	0.07692703188
935	0.07654303406
936	0.07653546855
937	0.07652132995
938	0.07651385737
939	0.07650622712
940	0.07649493165
941	0.07648166903
942	0.0764704851
943	0.07646265817
944	0.0761028854
945	0.07609633637
946	0.07609036871
947	0.07607935297
948	0.076071246
949	0.07606263437
950	0.07605511236
951	0.07604846986
952	0.07603764255
953	0.07603038309
954	0.07535213858
955	0.07534436195
956	0.07532981524
957	0.07531791606
958	0.07531106119
959	0.07530497611
960	0.07529692848
961	0.07528798757
962	0.07527989873
963	0.07527062114
964	0.07526316139
965	0.07492939632
966	0.07492172793
967	0.07491492124
968	0.07490708904
969	0.07489675902
970	0.07488635323
971	0.07488040794
972	0.07487250938
973	0.07486616176
974	0.07485773295
975	0.07484594397
976	0.07483653386
977	0.07482675497
978	0.07481311871
979	0.07480475252
980	0.07475998169
981	0.07474244387
982	0.07473225106
983	0.0746966569
984	0.07468858968
985	0.07395610927
986	0.07394944994
987	0.07391365197
988	0.07390283882
989	0.07387781193
990	0.07356217729
991	0.07355513873
992	0.07354334692
993	0.07353133788
994	0.0735251317
995	0.07351986563
996	0.07351362442
997	0.07350697575
998	0.07349971892
999	0.0734939921
